Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
300,South Carolina State,11,4,7,.364,-17.03,-0.25,0,0,4,1,0,6,759,871,,69.6,98.1,.382,.311,.541,48.8,42.7,5.9,4.4,.487,18.6,25.8,.305
301,Bethune-Cookman,13,6,7,.462,-9.71,-3.61,0,0,3,0,1,7,948,905,,75.0,97.2,.324,.311,.506,50.3,49.7,10.7,8.9,.469,16.7,29.3,.231
302,Southern,13,3,10,.231,-14.03,1.43,0,0,2,0,0,10,894,981,,69.9,97.4,.231,.310,.490,50.9,47.2,8.9,8.6,.465,16.6,34.3,.157
303,North Carolina A&T,13,3,10,.231,-11.44,1.18,0,0,2,1,0,7,749,913,,69.5,82.1,.367,.309,.452,47.5,51.3,10.6,10.4,.421,20.8,27.0,.221
304,Saint Francis (PA),11,7,4,.636,-0.75,-0.35,0,0,3,1,3,3,847,802,,71.1,106.9,.389,.308,.553,51.2,38.8,10.4,6.5,.505,15.7,29.9,.300
305,Bradley,12,8,4,.667,4.43,-2.39,0,0,7,0,0,3,865,757,,68.9,104.6,.325,.308,.522,54.8,60.1,7.4,11.4,.490,15.3,35.1,.226
306,Rider,10,7,3,.700,1.11,-3.79,1,0,3,0,2,3,776,727,,75.6,102.6,.441,.308,.526,56.0,49.4,8.7,8.1,.488,17.0,34.1,.297
307,Alabama-Birmingham,12,8,4,.667,-0.04,-2.13,0,0,5,2,1,2,778,743,,66.3,97.7,.330,.308,.526,55.1,45.7,8.5,9.2,.490,20.1,34.9,.238
308,Incarnate Word,12,3,9,.250,-22.45,-4.45,0,1,3,3,0,6,791,867,,71.0,92.0,.308,.308,.497,46.7,52.3,9.9,6.7,.463,18.4,25.8,.215
309,Southeast Missouri State,12,3,9,.250,-11.22,-1.59,0,0,2,1,0,7,763,868,,70.4,90.3,.367,.307,.489,48.1,40.9,9.0,4.6,.453,18.5,24.8,.244
310,UC-Irvine,14,7,7,.500,1.41,0.74,0,0,3,1,2,5,1052,941,,72.4,103.7,.301,.305,.551,58.4,56.1,9.2,10.9,.519,18.7,35.1,.222
311,SIU Edwardsville,12,2,10,.167,-19.89,-3.98,0,0,1,3,1,7,738,904,,68.9,89.2,.231,.305,.483,44.9,55.4,8.3,8.6,.461,17.9,24.0,.150
312,Rutgers,12,9,3,.750,14.35,3.10,1,1,9,0,0,2,859,724,,69.8,102.5,.315,.303,.532,56.3,52.3,11.1,14.6,.509,17.6,34.4,.205
313,Idaho,11,4,7,.364,-13.74,-3.52,0,0,3,2,0,4,745,781,,70.5,95.0,.295,.303,.518,49.0,51.4,8.3,6.8,.493,17.2,23.0,.195
314,Kennesaw State,12,1,11,.083,-20.13,-0.80,0,0,1,2,0,7,682,914,,70.1,81.1,.367,.303,.443,49.7,42.7,6.8,5.7,.395,20.5,29.1,.250
315,North Carolina,12,7,5,.583,9.32,7.65,1,1,3,2,1,2,839,819,,71.5,97.8,.355,.302,.483,55.9,52.8,8.0,13.3,.450,15.4,35.5,.226
316,Pacific,15,12,3,.800,1.66,-6.42,0,0,9,1,2,1,1062,897,,64.7,106.7,.345,.301,.551,59.1,48.2,9.7,12.0,.531,16.7,36.6,.220
317,Saint Peter's,9,4,5,.444,-6.43,-2.05,0,0,2,2,2,3,603,617,,69.7,94.8,.370,.301,.502,54.6,45.8,11.6,12.7,.458,22.2,40.3,.264
318,Cal State Long Beach,14,4,10,.286,-7.96,5.35,0,0,3,2,0,6,950,1092,,73.5,92.3,.307,.301,.524,47.1,48.0,9.2,10.3,.496,21.0,26.6,.209
319,Texas Southern,11,3,8,.273,-6.13,9.97,0,0,2,0,1,8,759,882,,76.3,88.4,.333,.300,.472,47.7,47.1,8.0,7.9,.433,18.9,28.5,.228
320,Georgetown,12,9,3,.750,13.77,4.69,0,0,6,2,2,0,984,875,,74.7,109.7,.363,.299,.562,55.6,58.2,8.7,14.8,.520,17.1,37.2,.279
321,Loyola (IL),13,8,5,.615,5.55,-0.86,0,0,5,2,1,1,928,820,,68.5,104.3,.404,.299,.596,50.8,58.2,11.1,6.7,.570,19.3,20.0,.280
322,Texas-Rio Grande Valley,12,4,8,.333,-10.53,-0.75,0,0,4,1,0,5,844,812,,70.5,97.7,.277,.299,.504,48.9,54.1,12.3,14.1,.475,15.9,29.1,.191
323,Old Dominion,13,4,9,.308,-1.01,1.30,0,0,3,2,1,4,808,838,,68.7,90.5,.245,.299,.467,52.4,40.4,11.6,12.0,.439,16.7,29.7,.164
324,South Carolina,12,8,4,.667,6.65,0.98,0,0,5,2,3,0,847,779,,70.9,99.5,.330,.298,.507,52.4,52.0,11.4,14.6,.485,16.1,33.3,.202
325,Morgan State,13,5,8,.385,-10.06,2.74,0,0,4,2,1,3,919,960,,71.1,96.6,.367,.298,.507,52.8,44.7,7.6,13.6,.468,19.3,34.6,.257
326,Memphis,11,10,1,.909,17.61,0.52,0,0,7,0,2,0,867,679,,75.7,104.1,.412,.297,.549,53.8,51.9,12.0,17.5,.516,18.6,34.3,.282
327,Indiana,12,11,1,.917,15.26,1.35,1,1,9,0,0,1,964,797,,70.5,112.7,.488,.294,.570,57.4,51.2,9.0,14.5,.531,16.1,36.9,.343
328,South Dakota,14,9,5,.643,-2.10,-2.18,0,0,5,1,2,3,1070,1018,,70.0,109.2,.353,.293,.584,52.8,51.7,6.1,6.8,.549,14.8,24.9,.265
329,UCLA,12,7,5,.583,5.97,2.52,0,0,6,1,0,1,869,805,,68.9,105.2,.401,.293,.530,56.1,51.5,10.0,11.2,.493,16.4,36.2,.274
330,St. John's (NY),13,11,2,.846,11.04,-1.96,0,0,9,1,0,0,1037,868,,76.2,104.7,.351,.291,.511,52.5,51.6,13.0,15.6,.474,14.3,35.6,.245
331,Wake Forest,12,7,5,.583,6.17,4.34,0,2,4,1,0,3,891,869,,72.6,101.3,.415,.289,.527,52.6,54.0,7.8,8.3,.475,17.2,29.5,.313
332,Arkansas State,12,9,3,.750,-2.09,-1.91,2,0,6,1,3,2,816,802,,67.5,100.7,.411,.289,.545,49.3,60.7,10.9,8.0,.506,17.9,26.8,.291
333,Rhode Island,10,7,3,.700,9.45,6.05,0,0,6,0,0,2,752,718,,74.9,99.2,.327,.288,.502,50.6,48.4,11.6,8.5,.465,15.4,31.6,.228
334,Southern Mississippi,13,4,9,.308,-4.13,7.17,0,0,4,2,0,4,901,957,,70.0,99.0,.221,.287,.524,51.0,55.2,10.7,9.0,.503,17.9,30.4,.152
335,West Virginia,11,10,1,.909,17.82,4.55,0,0,6,0,2,1,831,685,,72.1,104.8,.390,.286,.519,55.9,52.5,11.0,11.7,.484,16.3,39.4,.262
336,Denver,14,4,10,.286,-12.29,-1.52,0,0,3,3,0,6,895,1018,,70.6,89.7,.358,.283,.505,47.7,49.4,8.8,7.5,.480,19.5,20.6,.222
337,Montana,11,4,7,.364,-2.09,5.36,0,0,4,1,0,6,713,768,,71.5,89.7,.278,.283,.501,47.4,45.2,8.8,10.0,.471,18.0,19.5,.191
338,Kentucky,11,8,3,.727,13.76,0.49,0,0,7,1,0,0,819,673,,69.8,106.6,.387,.282,.553,55.0,58.6,7.8,12.4,.503,15.8,30.3,.304
339,Illinois,12,8,4,.667,13.31,4.04,1,1,7,1,1,2,951,797,,71.5,109.7,.413,.281,.568,59.0,50.4,8.3,7.0,.527,18.3,40.3,.304
340,Omaha,15,7,8,.467,-3.41,2.52,0,0,6,0,1,7,1070,1134,,71.5,98.9,.276,.276,.522,49.8,48.3,6.8,8.2,.494,16.9,27.4,.192
341,Texas State,13,7,6,.538,1.35,-0.75,0,2,6,1,1,5,960,827,,68.3,108.1,.385,.274,.564,49.1,48.7,10.2,10.7,.526,16.2,28.2,.284
342,Cleveland State,13,4,9,.308,-14.20,1.30,0,0,2,3,0,6,790,951,,71.9,84.5,.391,.273,.472,48.6,51.4,11.4,7.4,.429,22.1,29.4,.261
343,Lamar,13,7,6,.538,-6.31,-2.11,1,1,6,0,1,6,911,845,,71.2,97.4,.299,.271,.487,50.9,48.1,14.2,15.7,.463,16.7,35.0,.186
344,University of California,12,6,6,.500,0.87,4.45,0,0,6,1,0,2,793,836,,66.3,98.6,.377,.270,.549,49.2,42.0,6.1,7.2,.511,18.4,24.3,.273
345,Lehigh,11,3,8,.273,-7.88,3.35,0,0,2,2,1,6,729,774,,71.5,92.7,.204,.270,.510,50.8,45.7,7.9,8.5,.484,19.3,26.4,.150
346,Arkansas-Pine Bluff,11,1,10,.091,-20.00,6.20,0,0,1,0,0,10,550,804,,67.7,73.9,.293,.268,.456,47.1,50.0,11.8,7.6,.424,26.7,24.5,.191
347,Stephen F. Austin,12,10,2,.833,8.18,-1.42,2,0,7,0,3,2,997,817,,77.2,106.5,.385,.265,.567,56.0,48.8,14.1,10.3,.534,19.9,37.3,.273
348,Cal State Bakersfield,14,6,8,.429,-6.90,-0.53,0,0,5,3,1,5,1024,974,,67.6,105.5,.311,.265,.529,57.1,45.6,10.0,10.9,.499,17.5,39.3,.216
349,Grambling,13,6,7,.462,-9.63,1.15,0,0,4,0,2,6,1015,947,,74.7,104.5,.310,.265,.542,52.9,49.6,11.8,12.1,.515,16.7,32.9,.213
350,Prairie View,12,3,9,.250,-4.83,3.90,0,0,1,0,1,8,828,886,,74.1,92.1,.384,.252,.496,49.2,49.3,11.7,7.7,.462,18.9,29.0,.249
351,New Orleans,11,4,7,.364,-10.96,6.18,0,2,4,1,0,6,872,810,,74.0,107.1,.307,.251,.561,49.7,55.7,11.9,6.6,.520,15.8,28.7,.246
352,Sacramento State,9,7,2,.778,0.59,-1.69,0,0,4,0,2,2,570,469,,65.7,96.3,.392,.247,.498,54.7,56.1,9.3,9.4,.450,17.5,32.8,.282
353,Florida A&M,10,1,9,.100,-11.98,3.62,0,0,0,0,1,7,592,748,,71.4,82.9,.329,.197,.450,44.2,39.2,10.6,4.8,.417,19.2,25.3,.207
