Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
300,Syracuse,12,7,5,.583,11.51,3.76,1,1,6,2,1,1,884,791,,68.0,96.9,.328,.510,.508,51.5,71.8,9.2,7.4,.466,18.5,32.8,.242
301,Temple,11,8,3,.727,14.10,3.46,0,0,4,1,2,0,802,685,,72.4,86.1,.256,.481,.461,47.7,53.3,8.3,10.3,.430,17.5,25.0,.173
302,Tennessee-Martin,10,3,7,.300,-13.05,2.62,0,0,1,1,1,4,758,841,,70.2,119.8,.240,.429,.612,53.3,56.5,8.4,8.2,.600,15.7,36.3,.164
303,Tennessee State,13,8,5,.615,-1.59,-2.50,0,0,5,0,1,5,976,917,,72.4,97.4,.407,.386,.519,44.6,43.1,9.4,6.0,.474,17.2,26.1,.292
304,Tennessee Tech,12,3,9,.250,-14.54,0.86,0,0,2,3,1,4,745,847,,69.0,101.3,.254,.405,.546,51.0,54.5,11.6,9.0,.525,18.7,29.3,.175
305,Tennessee,11,8,3,.727,14.01,2.28,0,0,6,1,0,1,758,629,,67.9,84.2,.268,.296,.456,46.9,44.6,10.4,8.2,.427,18.6,25.1,.173
306,Texas A&M-Corpus Christi,12,4,8,.333,-11.56,-3.66,0,2,3,3,1,5,743,784,,65.5,99.7,.293,.415,.515,48.1,50.4,11.1,14.0,.484,15.8,28.4,.207
307,Texas A&M,10,5,5,.500,-3.03,0.67,0,0,5,1,0,0,577,614,,66.7,92.1,.218,.485,.485,51.5,59.2,10.5,9.8,.460,19.0,30.7,.152
308,Texas-Arlington,13,4,9,.308,3.19,7.01,0,2,3,2,1,6,910,901,,70.1,98.8,.329,.394,.503,50.7,48.4,7.1,10.9,.469,15.4,28.6,.225
309,Texas Christian,11,8,3,.727,10.80,0.70,0,0,7,2,0,0,796,674,,69.0,87.8,.284,.369,.498,47.6,67.4,7.8,8.5,.475,22.8,27.8,.181
310,Texas-El Paso,13,9,4,.692,3.16,1.16,0,0,8,0,0,3,898,821,,70.1,90.1,.350,.354,.494,50.1,43.9,9.2,7.9,.458,20.2,27.4,.237
311,Texas-Rio Grande Valley,12,4,8,.333,-10.53,-0.75,0,0,4,1,0,5,844,812,,70.5,94.0,.451,.333,.543,51.1,56.2,8.4,4.2,.506,22.6,27.0,.307
312,Texas-San Antonio,12,5,7,.417,-4.40,1.30,0,0,4,1,1,2,911,903,,75.0,100.4,.357,.370,.549,49.4,41.8,6.5,9.2,.520,18.9,25.6,.245
313,Texas Southern,11,3,8,.273,-6.13,9.97,0,0,2,0,1,8,759,882,,76.3,102.7,.341,.360,.533,52.3,50.5,10.5,8.8,.495,16.8,31.9,.249
314,Texas State,13,7,6,.538,1.35,-0.75,0,2,6,1,1,5,960,827,,68.3,93.1,.374,.418,.497,50.9,51.1,8.7,9.8,.453,19.5,31.9,.266
315,Texas Tech,11,8,3,.727,13.47,0.75,0,0,6,0,0,1,841,701,,71.7,86.9,.283,.374,.491,45.3,53.0,8.8,6.4,.461,20.5,21.9,.192
316,Texas,11,9,2,.818,8.28,2.19,0,0,6,0,1,1,739,672,,67.6,90.4,.325,.296,.490,50.7,44.3,9.0,7.9,.464,20.0,30.2,.204
317,Toledo,12,8,4,.667,3.09,-5.36,0,0,5,1,3,3,953,801,,71.6,92.3,.236,.372,.471,47.4,51.2,10.0,11.9,.446,16.4,29.1,.157
318,Towson,12,6,6,.500,1.04,2.04,0,0,3,1,1,2,843,785,,67.3,95.2,.318,.422,.507,46.9,51.1,6.4,8.7,.472,16.7,26.6,.223
319,Troy,13,5,8,.385,-7.98,-3.16,1,1,4,3,1,5,924,899,,71.2,96.3,.366,.454,.519,49.9,57.7,9.7,8.5,.487,19.4,30.8,.244
320,Tulane,12,8,4,.667,0.99,-4.26,0,0,5,0,1,0,876,813,,69.4,96.6,.233,.456,.540,53.1,60.1,6.7,7.4,.524,21.7,29.8,.150
321,Tulsa,12,8,4,.667,3.32,-2.68,0,0,7,1,1,2,890,818,,68.6,96.3,.318,.451,.513,48.2,53.5,11.2,7.9,.476,17.9,28.0,.230
322,UCLA,12,7,5,.583,5.97,2.52,0,0,6,1,0,1,869,805,,68.9,97.5,.369,.393,.529,43.9,44.4,8.2,7.0,.488,17.5,23.3,.267
323,Utah State,14,12,2,.857,15.72,1.41,2,0,7,0,1,1,1098,867,,69.3,87.8,.241,.386,.471,43.2,43.4,9.9,10.5,.446,16.9,21.8,.159
324,Utah Valley,14,5,9,.357,-8.06,-3.39,0,0,2,3,3,6,979,987,,72.5,97.2,.317,.273,.515,49.7,44.1,7.5,10.5,.473,16.3,24.1,.240
325,Utah,12,9,3,.750,11.14,1.22,0,0,5,0,1,1,951,832,,71.2,96.4,.206,.358,.493,45.7,48.4,8.8,10.0,.470,15.0,25.7,.143
326,Valparaiso,13,7,6,.538,0.64,-0.20,0,0,4,0,2,3,992,955,,73.3,99.3,.313,.328,.561,49.6,48.2,9.5,8.1,.540,20.7,26.2,.209
327,Vanderbilt,11,7,4,.636,5.00,-3.36,0,0,7,2,0,1,873,781,,71.2,98.6,.365,.330,.538,48.9,46.9,8.3,6.2,.498,19.0,27.3,.267
328,Vermont,13,8,5,.615,5.92,0.92,0,0,4,1,3,3,874,765,,66.8,88.0,.332,.411,.461,49.3,51.8,9.1,8.6,.419,16.3,26.9,.229
329,Villanova,11,9,2,.818,15.41,5.23,0,0,5,0,1,1,860,748,,69.0,98.7,.223,.344,.520,46.6,49.5,9.4,9.2,.503,16.2,25.3,.143
330,Virginia Commonwealth,12,9,3,.750,10.80,2.14,0,0,8,0,1,1,858,754,,70.5,89.1,.287,.340,.503,52.5,42.5,10.2,9.1,.472,23.7,32.4,.200
331,VMI,13,5,8,.385,-7.57,-4.17,0,1,4,2,0,5,949,823,,65.5,94.1,.303,.358,.509,49.4,55.3,8.0,12.1,.483,19.2,27.9,.198
332,Virginia Tech,12,9,3,.750,11.66,1.99,1,1,7,1,1,0,873,757,,66.9,94.3,.188,.479,.498,49.6,56.5,6.1,7.0,.480,16.9,25.1,.125
333,Virginia,11,9,2,.818,10.27,2.55,2,0,6,1,1,1,597,512,,60.1,77.5,.195,.483,.431,45.9,45.2,11.3,7.6,.407,20.3,22.6,.127
334,Wagner,10,3,7,.300,-11.58,-0.02,0,0,2,1,1,6,734,808,,73.5,107.3,.490,.416,.578,50.3,58.1,9.8,9.7,.548,17.4,26.9,.330
335,Wake Forest,12,7,5,.583,6.17,4.34,0,2,4,1,0,3,891,869,,72.6,98.8,.333,.329,.523,47.4,47.8,10.5,9.6,.490,15.2,24.0,.232
336,Washington State,12,8,4,.667,3.15,-5.11,0,0,5,1,1,1,887,788,,72.4,90.7,.303,.322,.509,48.6,39.2,6.6,6.6,.479,20.4,24.6,.205
337,Washington,13,10,3,.769,13.13,3.29,0,0,7,1,1,0,968,840,,71.5,90.3,.235,.387,.473,48.5,57.6,8.4,5.4,.441,17.2,28.9,.169
338,Weber State,11,4,7,.364,-11.49,5.01,0,0,3,1,1,2,791,756,,70.4,97.5,.219,.395,.538,48.6,58.5,8.8,6.0,.517,17.5,21.2,.156
339,West Virginia,11,10,1,.909,17.82,4.55,0,0,6,0,2,1,831,685,,72.1,86.4,.354,.353,.454,44.1,40.2,10.3,5.6,.406,17.5,28.0,.249
340,Western Carolina,11,8,3,.727,1.47,-1.83,1,0,5,0,3,3,866,809,,72.1,99.6,.332,.358,.528,47.0,42.0,9.4,13.2,.496,17.3,26.7,.230
341,Western Illinois,10,3,7,.300,-12.53,-2.16,0,0,2,4,1,3,785,790,,75.0,105.3,.312,.361,.550,51.8,42.3,7.1,6.5,.524,15.4,26.4,.214
342,Western Kentucky,11,7,4,.636,5.12,0.82,0,0,5,0,1,2,884,798,,71.6,99.0,.227,.375,.504,49.1,45.3,8.1,7.0,.476,15.2,30.5,.164
343,Western Michigan,12,7,5,.583,-8.43,-4.23,0,0,5,1,2,2,881,854,,69.7,99.1,.349,.370,.513,51.1,40.8,7.9,8.9,.485,15.8,28.0,.227
344,Wichita State,11,10,1,.909,16.68,1.87,0,0,8,0,1,0,843,680,,73.0,84.7,.351,.362,.473,45.6,47.4,8.2,9.3,.440,20.2,24.4,.224
345,William & Mary,13,8,5,.615,-3.25,-3.33,0,0,4,0,4,4,955,894,,70.3,97.8,.261,.331,.497,45.8,43.2,9.7,10.7,.466,12.4,21.5,.185
346,Winthrop,13,6,7,.462,0.71,1.25,0,0,4,2,2,5,1017,935,,73.7,97.6,.378,.398,.530,46.2,54.5,9.8,10.5,.500,17.8,24.9,.250
347,Wisconsin,11,6,5,.545,12.04,6.32,1,1,6,0,0,2,764,701,,64.8,97.2,.255,.324,.514,47.8,45.6,7.9,9.6,.488,16.1,24.0,.178
348,Wofford,13,8,5,.615,-0.58,-1.49,0,0,5,1,3,4,971,892,,65.7,104.4,.330,.377,.553,51.3,54.6,8.4,8.8,.522,16.3,29.4,.235
349,Wright State,13,10,3,.769,3.09,-5.64,0,0,5,2,3,0,1050,898,,73.5,92.2,.198,.342,.483,47.7,35.2,7.0,6.9,.461,17.1,27.9,.137
350,Wyoming,13,4,9,.308,-6.99,-0.53,0,2,3,6,1,1,769,853,,65.8,97.8,.314,.424,.504,54.9,48.7,10.0,10.2,.486,15.5,26.7,.186
351,Xavier,13,11,2,.846,13.49,3.72,0,0,8,0,1,1,955,828,,70.3,88.1,.310,.349,.477,47.0,45.9,9.0,7.1,.437,18.9,26.8,.221
352,Yale,13,10,3,.769,8.99,1.40,0,0,3,0,5,3,955,807,,68.0,86.3,.238,.392,.457,46.7,50.2,11.1,9.1,.419,16.1,22.5,.178
353,Youngstown State,13,7,6,.538,-6.56,-3.74,0,0,6,1,1,5,921,878,,70.4,95.9,.276,.351,.505,47.1,50.0,7.5,6.8,.475,16.8,26.6,.191
